Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;82;68;96;100;31;31;0;82;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;62;51;73;100;31;31;0;62;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;62;51;73;100;31;31;0;62;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;82;68;96;100;31;31;0;82;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;144;120;168;100;31;31;0;144;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;116;102;130;100;31;31;0;116;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;83;73;93;100;31;31;0;83;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;83;73;93;100;31;31;0;83;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;116;102;130;100;31;31;0;116;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;199;175;223;100;31;31;0;199;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;91;79;103;100;30;30;0;91;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;67;58;76;100;30;30;0;67;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;67;58;76;100;30;30;0;67;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;91;79;103;100;30;30;0;91;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;158;137;179;100;30;30;0;158;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;50;41;59;100;31;31;0;50;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;42;34;50;100;31;31;0;42;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;42;34;50;100;31;31;0;42;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;50;41;59;100;31;31;0;50;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;92;75;109;100;31;31;0;92;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;35;28;42;100;30;30;0;35;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;27;22;32;100;30;30;0;27;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;27;22;32;100;30;30;0;27;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;35;28;42;100;30;30;0;35;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;62;51;73;100;30;30;0;62;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;23;18;28;100;31;31;0;23;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;14;11;17;100;31;31;0;14;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;14;11;17;100;31;31;0;14;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;23;18;28;100;31;31;0;23;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;37;29;45;100;31;31;0;37;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;22;17;27;100;31;31;0;22;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;15;12;18;100;31;31;0;15;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;15;12;18;100;31;31;0;15;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;22;17;27;100;31;31;0;22;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;37;29;45;100;31;31;0;37;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;31;25;37;100;28;28;0;31;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;20;16;24;100;28;28;0;20;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;20;16;24;100;28;28;0;20;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;31;25;37;100;28;28;0;31;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;52;43;61;100;28;28;0;52;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;29;24;34;100;31;31;0;29;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;19;16;22;100;31;31;0;19;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;19;16;22;100;31;31;0;19;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;29;24;34;100;31;31;0;29;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;48;41;55;100;31;31;0;48;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;33;24;42;100;30;30;0;33;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;22;16;28;100;30;30;0;22;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;22;16;28;100;30;30;0;22;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;33;24;42;100;30;30;0;33;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;54;39;69;100;30;30;0;54;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;67;50;84;100;31;31;0;67;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;48;36;60;100;31;31;0;48;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;48;36;60;100;31;31;0;48;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;67;50;84;100;31;31;0;67;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;116;87;145;100;31;31;0;116;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;106;90;122;100;30;30;0;106;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;79;69;89;100;30;30;0;79;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;79;69;89;100;30;30;0;79;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;106;90;122;100;30;30;0;106;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;185;160;210;100;30;30;0;185;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;70;61;79;100;31;31;0;70;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;52;44;60;100;31;31;0;52;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;52;44;60;100;31;31;0;52;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;70;61;79;100;31;31;0;70;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;122;106;138;100;31;31;0;122;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;86;73;99;100;31;31;0;86;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;65;55;75;100;31;31;0;65;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;65;55;75;100;31;31;0;65;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;86;73;99;100;31;31;0;86;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;152;129;175;100;31;31;0;152;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;82;72;92;100;30;30;0;82;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;68;60;76;100;30;30;0;68;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;68;60;76;100;30;30;0;68;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;82;72;92;100;30;30;0;82;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;150;132;168;100;30;30;0;150;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;44;35;53;100;31;31;0;44;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;35;27;43;100;31;31;0;35;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;35;27;43;100;31;31;0;35;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;44;35;53;100;31;31;0;44;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;78;61;95;100;31;31;0;78;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;39;33;45;100;30;30;0;39;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;27;23;31;100;30;30;0;27;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;27;23;31;100;30;30;0;27;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;39;33;45;100;30;30;0;39;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;66;56;76;100;30;30;0;66;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;26;20;32;100;31;31;0;26;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;18;14;22;100;31;31;0;18;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;18;14;22;100;31;31;0;18;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;26;20;32;100;31;31;0;26;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;45;36;54;100;31;31;0;45;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;41;33;49;100;31;31;0;41;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;32;24;40;100;31;31;0;32;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;32;24;40;100;31;31;0;32;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;41;33;49;100;31;31;0;41;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;73;58;88;100;31;31;0;73;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;30;23;37;100;28;28;0;30;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;15;11;19;100;28;28;0;15;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;15;11;19;100;28;28;0;15;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;30;23;37;100;28;28;0;30;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;45;35;55;100;28;28;0;45;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;30;24;36;100;31;31;0;30;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;21;16;26;100;31;31;0;21;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;21;16;26;100;31;31;0;21;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;30;24;36;100;31;31;0;30;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;51;41;61;100;31;31;0;51;0;Totalt;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;43;32;54;100;30;30;0;43;0;1;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;28;20;36;100;30;30;0;28;0;2;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;28;20;36;100;30;30;0;28;0;Totalt i retning Nova;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;43;32;54;100;30;30;0;43;0;Totalt i retning Pyramiden;-;-;-;-;-;-;-;-
03813B1109947;Solstrandvegen Sykkel;KV62920 S5D1 m230;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;72;54;90;100;30;30;0;72;0;Totalt;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;84;72;96;67,7;31;21;1;84;0;1;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;80;69;91;67,7;31;21;1;80;0;2;-;-;-;-;-;-;-;-
07469B1814527;Tromsøysundvegen Sykkel;FV864 S1D110 m121;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;80;69;91;67,7;31;21;1;80;0;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
