Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7019;6278;7760;100;30;30;0;6;99,9;3;6800;213;84;103;12;13;13;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6399;5769;7029;100;30;30;0;322;95;4;5406;670;228;132;239;70;61;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3075;2766;3384;100;30;30;0;0;100;6;2692;383;107;79;192;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;11993;10751;13235;100;30;30;0;421;96,5;Totalt i retning Langnestunnelen;10131;1441;372;274;691;105;92;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;9551;8619;10483;100;30;30;0;37;99,6;Totalt i retning Hamna;9187;327;123;161;19;24;23;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;21544;19372;23716;100;30;30;0;458;97,9;Totalt;19318;1768;494;435;710;128;115;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2419;2204;2634;100;31;31;0;29;98,8;1;2291;100;36;46;7;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2539;2208;2870;100;31;31;0;97;96,2;2;2071;371;30;58;256;27;24;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6916;6139;7693;100;31;31;0;11;99,8;3;6730;175;64;84;13;14;14;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6257;5598;6916;100;31;31;0;317;94,9;4;5310;630;218;109;234;69;60;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2950;2628;3272;100;31;31;0;0;100;6;2598;352;100;61;186;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;11746;10444;13048;100;31;31;0;414;96,5;Totalt i retning Langnestunnelen;9980;1353;348;228;676;100;88;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;9335;8352;10318;100;31;31;0;41;99,6;Totalt i retning Hamna;9020;274;100;130;20;25;24;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;21081;18798;23364;100;31;31;0;454;97,8;Totalt;19000;1627;448;358;696;125;112;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2558;2337;2779;100;30;30;0;27;98,9;1;2414;117;35;56;15;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2747;2403;3091;100;30;30;0;121;95,6;2;2241;385;31;58;266;31;27;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7212;6431;7993;100;30;30;0;8;99,9;3;7039;166;62;78;12;12;12;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6429;5792;7066;100;30;30;0;384;94;4;5444;601;209;95;230;67;58;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3047;2726;3368;100;30;30;0;0;100;6;2682;364;94;68;197;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;12222;10930;13514;100;30;30;0;504;95,9;Totalt i retning Langnestunnelen;10367;1351;334;222;692;103;91;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9771;8778;10764;100;30;30;0;36;99,6;Totalt i retning Hamna;9453;282;97;134;27;24;23;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;21993;19711;24275;100;30;30;0;540;97,5;Totalt;19820;1633;431;356;719;126;113;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2458;2194;2722;100;31;31;0;23;99,1;1;2345;90;32;39;9;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2647;2283;3011;100;31;31;0;104;96,1;2;2196;347;25;47;247;27;24;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7091;6249;7933;100;31;31;0;9;99,9;3;6948;134;48;63;12;12;11;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6177;5507;6847;100;31;31;0;429;93,1;4;5243;506;159;80;205;62;53;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2991;2615;3367;100;31;31;0;1;100;6;2687;303;80;44;175;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;11814;10420;13208;100;31;31;0;533;95,5;Totalt i retning Langnestunnelen;10125;1155;265;171;627;93;81;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;9551;8464;10638;100;31;31;0;33;99,7;Totalt i retning Hamna;9294;224;80;103;21;20;19;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;21364;18884;23844;100;31;31;0;565;97,4;Totalt;19419;1380;345;274;648;113;100;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2032;1847;2217;100;31;31;0;22;98,9;1;1929;82;27;36;11;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2075;1815;2335;100;31;31;0;56;97,3;2;1686;333;24;46;241;22;20;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5499;4865;6133;100;31;31;0;3;99,9;3;5366;131;51;60;11;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5150;4604;5696;100;31;31;0;169;96,7;4;4468;512;151;75;244;42;38;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2356;2097;2615;100;31;31;0;1;100;6;2034;321;77;52;188;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9580;8522;10638;100;31;31;0;226;97,6;Totalt i retning Langnestunnelen;8187;1167;253;173;673;69;63;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7533;6745;8321;100;31;31;0;26;99,7;Totalt i retning Hamna;7294;212;77;97;22;17;16;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;17113;15268;18958;100;31;31;0;252;98,5;Totalt;15482;1379;330;269;695;85;79;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2185;1992;2378;100;28;28;0;18;99,2;1;2073;93;30;44;11;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2182;1919;2445;100;28;28;0;55;97,5;2;1782;344;27;48;248;21;19;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5738;5065;6411;100;28;28;0;4;99,9;3;5588;146;53;72;11;10;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5397;4844;5950;100;28;28;0;189;96,5;4;4668;540;163;85;246;45;41;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2486;2202;2770;100;28;28;0;5;99,8;6;2150;331;80;58;189;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;10064;8974;11154;100;28;28;0;249;97,5;Totalt i retning Langnestunnelen;8601;1214;270;191;683;71;64;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7924;7113;8735;100;28;28;0;23;99,7;Totalt i retning Hamna;7661;240;83;116;23;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;17988;16090;19886;100;28;28;0;272;98,5;Totalt;16262;1454;352;307;706;89;82;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2514;2312;2716;100;31;31;0;12;99,5;1;2374;127;35;67;13;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2289;2022;2556;100;31;31;0;62;97,3;2;1866;361;27;61;249;25;23;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5745;5147;6343;100;31;31;0;6;99,9;3;5589;150;49;79;12;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5528;5004;6052;100;31;31;0;215;96,1;4;4773;540;142;100;247;52;48;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2628;2379;2877;100;31;31;0;1;100;6;2264;363;87;77;195;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;10446;9418;11474;100;31;31;0;278;97,3;Totalt i retning Langnestunnelen;8903;1264;255;237;691;81;75;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8259;7505;9013;100;31;31;0;19;99,8;Totalt i retning Hamna;7962;278;84;146;25;22;21;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;18705;16925;20485;100;31;31;0;297;98,4;Totalt;16866;1542;339;383;716;103;96;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1927;1693;2161;100;30;30;0;23;98,8;1;1825;79;26;36;9;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2009;1630;2388;100;30;30;0;39;98,1;2;1662;307;21;46;221;19;17;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5618;4663;6573;100;30;30;0;6;99,9;3;5488;124;46;59;9;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5159;4343;5975;100;30;30;0;125;97,6;4;4540;494;149;69;235;41;37;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2445;2063;2827;100;30;30;0;0;100;6;2151;294;71;45;175;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;9613;8043;11183;100;30;30;0;164;98,3;Totalt i retning Langnestunnelen;8353;1096;241;160;631;64;58;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;7545;6368;8722;100;30;30;0;28;99,6;Totalt i retning Hamna;7313;204;72;95;18;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17158;14413;19903;100;30;30;0;192;98,9;Totalt;15666;1300;313;255;649;82;75;7
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4430;3937;4923;100;31;31;0;0;100;1;3958;472;232;122;62;55;51;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;614;499;729;100;31;31;0;1;99,8;3;583;30;25;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;5044;4439;5649;100;31;31;0;0;100;Totalt i retning Tromsøya;4541;502;258;125;64;55;51;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;5044;4439;5649;100;31;31;0;0;100;Totalt;4541;502;258;125;64;55;51;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;4735;4257;5213;100;28;28;0;0;100;1;4209;526;257;138;68;64;59;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;679;572;786;100;28;28;0;1;99,9;3;647;31;26;3;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;0;0;0;96,4;28;27;1;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5414;4831;5997;100;28;28;0;1;100;Totalt i retning Tromsøya;4856;558;284;141;69;64;59;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5414;4831;5997;100;28;28;0;0;100;Totalt;4856;558;284;141;69;64;59;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;4687;4247;5127;100;31;31;0;0;100;1;4157;530;252;142;71;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;617;519;715;100;31;31;0;0;100;3;590;27;23;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;1;0;2;100;31;31;0;0;100;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5304;4768;5840;100;31;31;0;1;100;Totalt i retning Tromsøya;4747;556;274;145;72;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5305;4768;5842;100;31;31;0;1;100;Totalt;4747;556;274;145;72;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;4600;4021;5179;100;30;30;0;1;100;1;4097;502;233;145;66;59;55;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;600;482;718;100;30;30;0;0;100;3;573;28;24;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5200;4505;5895;100;30;30;0;0;100;Totalt i retning Tromsøya;4670;529;256;148;66;59;55;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5200;4505;5895;100;30;30;0;0;100;Totalt;4670;530;256;148;66;59;55;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;4628;4057;5199;100;31;31;0;1;100;1;4089;539;238;180;60;60;55;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;632;502;762;100;31;31;0;1;99,8;3;598;34;27;6;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;2;0;4;100;31;31;0;0;100;Totalt i retning Tomasjord;0;2;0;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5258;4559;5957;100;31;31;0;1;100;Totalt i retning Tromsøya;4686;570;264;185;61;60;55;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5260;4561;5959;100;31;31;0;1;100;Totalt;4686;572;265;186;61;60;55;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;5113;4631;5595;100;30;30;0;1;100;1;4444;668;293;236;67;72;67;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;731;621;841;100;30;30;0;0;100;3;694;36;29;6;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;0;-1;1;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;5843;5253;6433;100;30;30;0;0;100;Totalt i retning Tromsøya;5138;705;322;241;68;73;68;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;5844;5254;6434;100;30;30;0;1;100;Totalt;5138;705;322;242;68;73;68;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;3884;3537;4231;100;31;31;0;1;100;1;3382;501;208;186;46;61;56;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;428;354;502;100;31;31;0;0;100;3;406;22;16;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4311;3894;4728;100;31;31;0;0;100;Totalt i retning Tromsøya;3787;524;224;190;47;61;56;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4311;3894;4728;100;31;31;0;0;100;Totalt;3787;524;224;190;47;61;56;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;4664;4200;5128;100;31;31;0;0;100;1;4079;585;261;204;52;69;64;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;599;497;701;100;31;31;0;0;100;3;571;28;23;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5263;4699;5827;100;31;31;0;0;100;Totalt i retning Tromsøya;4650;613;284;208;53;69;64;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5264;4700;5828;100;31;31;0;1;100;Totalt;4650;613;284;208;53;69;64;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5066;4598;5534;100;30;30;0;1;100;1;4419;646;279;217;74;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;764;647;881;100;30;30;0;0;100;3;730;34;28;5;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5830;5246;6414;100;30;30;0;1;100;Totalt i retning Tromsøya;5149;680;307;222;74;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5830;5246;6414;100;30;30;0;1;100;Totalt;5149;680;307;222;74;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;4779;4310;5248;100;31;31;0;1;100;1;4193;585;266;188;68;64;60;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;732;601;863;100;31;31;0;1;99,9;3;693;39;30;6;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;3;1;5;100;31;31;0;1;66,7;Totalt i retning Tomasjord;1;2;0;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5508;4929;6087;100;31;31;0;1;100;Totalt i retning Tromsøya;4885;622;296;193;69;64;60;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5510;4930;6090;100;31;31;0;1;100;Totalt;4886;624;296;194;69;64;60;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;4761;4265;5257;90;30;27;3;1;100;1;4188;572;271;162;69;69;65;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;680;563;797;90;30;27;3;0;100;3;649;31;25;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;3;-1;7;90;30;27;3;0;100;Totalt i retning Tomasjord;2;1;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5438;4828;6048;90;30;27;3;1;100;Totalt i retning Tromsøya;4835;602;296;166;70;70;66;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5440;4830;6050;90;30;27;3;0;100;Totalt;4837;603;296;166;70;70;66;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;4547;4059;5035;100;31;31;0;0;100;1;4052;495;241;128;65;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;586;482;690;100;31;31;0;0;100;3;562;24;21;2;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5133;4544;5722;100;31;31;0;0;100;Totalt i retning Tromsøya;4613;519;263;131;66;61;57;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5134;4545;5723;100;31;31;0;1;100;Totalt;4614;519;263;131;66;61;57;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4334;3894;4774;100;31;31;0;1;100;1;3817;516;254;134;68;60;56;4
